InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
148,147,Sam Montembeault,https://www.nhl.com/player/8478470,15,CAN,1996-10-30,28,218,75,4,False,False,False,False,False,True,True,False,False,False,0,4720139,4720139,4720139,4720139,4720139,0,0,0,0,0,0,,0,99,0,8478470,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,92,91,86,87,91,90,92,91,90,92,91,73,83,53,46,86,4,13434,2,2,0,0,13,115,64,0,0,0,0,4,0,0,1,0,0,380,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,148,Samuel Ersson,https://www.nhl.com/player/8481035,21,SWE,1999-10-20,25,194,75,3,False,False,False,False,False,True,True,False,False,False,0,2993885,2993885,2993885,2993885,0,0,0,0,0,0,0,,0,100,0,8481035,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,90,89,86,82,89,88,90,89,88,90,89,67,75,53,42,84,3,9183,1,2,0,0,9,81,46,0,1,0,0,3,0,0,0,0,1,0,320,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,149,Samuel Hlavaj,https://www.nhl.com/player/8482085,0,SVK,2001-05-29,24,218,76,4,False,False,False,False,False,True,True,False,False,False,0,2396485,2396485,2396485,2396485,2396485,0,0,0,0,0,0,,0,100,0,8482085,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,78,74,90,74,73,75,74,73,75,74,64,71,43,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,150,Scott Wedgewood,https://www.nhl.com/player/8475809,7,CAN,1992-08-14,33,201,74,3,False,False,False,False,False,True,True,False,False,False,0,5111840,5111840,5111840,5111840,0,0,0,0,0,0,0,,0,100,0,8475809,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,90,82,77,81,89,88,90,89,88,90,89,75,87,52,41,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,151,Sebastian Cossa,https://www.nhl.com/player/8482657,10,CAN,2002-11-21,22,229,78,3,False,False,False,False,False,True,True,False,False,False,0,2064194,2064194,2064194,2064194,0,0,0,0,0,0,0,,0,100,0,8482657,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,77,87,83,98,76,75,77,76,75,77,76,63,69,83,47,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,
153,152,Semyon Varlamov,https://www.nhl.com/player/8473575,18,RUS,1988-04-27,37,201,74,2,False,False,False,False,False,True,True,False,False,False,0,5730536,5730536,5730536,0,0,0,0,0,0,0,0,,0,100,0,8473575,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,86,78,72,81,85,84,86,85,84,86,85,89,91,48,43,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,153,Sergei Bobrovsky,https://www.nhl.com/player/8475683,12,RUS,1988-09-20,37,180,74,5,False,False,False,False,False,True,True,False,False,False,0,4392390,4392390,4392390,4392390,4392390,4392390,0,0,0,0,0,,0,98,0,8475683,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,96,93,87,76,95,94,96,96,94,96,95,92,91,48,55,89,5,18150,4,1,0,0,15,158,79,0,1,0,0,5,0,0,0,0,0,120,820,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,154,Sergei Murashov,https://www.nhl.com/player/8483703,0,RUS,2004-04-01,21,175,74,4,False,False,False,False,False,True,True,False,False,False,0,2724707,2724707,2724707,2724707,2724707,0,0,0,0,0,0,,0,100,0,8483703,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,74,75,71,75,73,72,74,73,72,74,73,61,65,60,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,155,Spencer Knight,https://www.nhl.com/player/8481519,6,USA,2001-04-19,24,191,75,3,False,False,False,False,False,True,True,False,False,False,0,3046345,3046345,3046345,3046345,0,0,0,0,0,0,0,,0,100,0,8481519,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,83,87,83,84,82,81,83,82,81,83,82,65,71,83,42,79,2,2501,0,0,0,0,4,23,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,156,Spencer Martin,https://www.nhl.com/player/8477484,5,CAN,1995-06-08,30,191,75,1,False,False,False,False,False,True,True,False,False,False,0,2902709,2902709,0,0,0,0,0,0,0,0,0,,0,100,0,8477484,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,78,82,77,82,77,76,79,77,76,78,77,70,84,54,47,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14361,3,1,0,1,14,94,55,0,1,0,0,4,0,0,0,0,0,310,410,410,
158,157,Stuart Skinner,https://www.nhl.com/player/8479973,11,CAN,1998-11-01,26,230,76,1,False,False,False,False,False,True,True,False,False,False,0,4412572,4412572,0,0,0,0,0,0,0,0,0,,0,99,0,8479973,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,94,92,88,92,93,93,94,93,93,94,93,70,77,55,50,88,3,10800,3,0,0,0,8,88,50,0,1,0,0,3,0,0,0,0,0,420,840,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
159,158,Talyn Boyko,https://www.nhl.com/player/8482869,0,CAN,2002-10-16,22,206,78,4,False,False,False,False,False,True,True,False,False,False,0,2917421,2917421,2917421,2917421,2917421,0,0,0,0,0,0,,0,100,0,8482869,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,71,67,94,68,67,69,68,67,69,68,63,69,60,40,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
160,159,Thatcher Demko,https://www.nhl.com/player/8477967,29,USA,1995-12-08,29,192,76,3,False,False,False,False,False,True,True,False,False,False,0,6417654,6417654,6417654,6417654,0,0,0,0,0,0,0,,0,100,0,8477967,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,94,85,80,87,93,92,94,93,92,94,93,75,84,61,44,87,3,10750,2,1,0,0,12,84,42,0,2,0,0,3,0,0,0,0,0,0,220,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
161,160,Thomas Milic,https://www.nhl.com/player/8483114,0,CAN,2003-04-14,22,175,72,1,False,False,False,False,False,True,True,False,False,False,0,2205331,2205331,0,0,0,0,0,0,0,0,0,,0,100,0,8483114,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,81,77,72,70,69,71,70,69,71,70,62,67,49,40,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
162,161,Trent Miner,https://www.nhl.com/player/8481529,0,CAN,2001-02-05,24,185,73,2,False,False,False,False,False,True,True,False,False,False,0,3420375,3420375,3420375,0,0,0,0,0,0,0,0,,0,100,0,8481529,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,77,82,78,74,76,75,77,76,75,77,76,64,71,58,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
163,162,Tristan Jarry,https://www.nhl.com/player/8477465,22,CAN,1995-04-29,30,195,74,4,False,False,False,False,False,True,True,False,False,False,0,6286895,6286895,6286895,6286895,6286895,0,0,0,0,0,0,,0,100,0,8477465,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,87,90,85,79,86,85,87,86,85,87,86,75,84,59,42,82,1,1164,0,0,0,0,1,7,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
164,163,Tristan Lennox,https://www.nhl.com/player/8482668,0,CAN,2002-10-21,22,193,75,3,False,False,False,False,False,True,True,False,False,False,0,2514208,2514208,2514208,2514208,0,0,0,0,0,0,0,,0,100,0,8482668,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,59,72,68,82,58,57,59,58,57,59,58,63,69,62,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
165,164,Ty Young,https://www.nhl.com/player/8483751,0,CAN,2004-09-11,21,181,75,1,False,False,False,False,False,True,True,False,False,False,0,2646487,2646487,0,0,0,0,0,0,0,0,0,,0,100,0,8483751,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,73,74,70,80,72,71,73,72,71,73,72,61,65,56,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
166,165,Ukko-Pekka Luukkonen,https://www.nhl.com/player/8480045,3,FIN,1999-03-09,26,223,77,3,False,False,False,False,False,True,True,False,False,False,0,3694727,3694727,3694727,3694727,0,0,0,0,0,0,0,,0,98,0,8480045,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,92,91,88,94,91,90,92,91,90,92,91,68,75,67,47,86,4,12694,3,1,0,0,14,113,57,0,2,0,0,4,0,0,0,0,0,380,820,820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
167,166,Vadim Zherenko,https://www.nhl.com/player/8481689,0,RUS,2001-03-15,24,176,74,2,False,False,False,False,False,True,True,False,False,False,0,2523769,2523769,2523769,0,0,0,0,0,0,0,0,,0,100,0,8481689,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,73,83,79,76,72,71,73,72,71,73,72,64,71,48,40,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
168,167,Victor Ostman,https://www.nhl.com/player/8484910,0,SWE,2000-10-03,25,205,76,4,False,False,False,False,False,True,True,False,False,False,0,3035141,3035141,3035141,3035141,3035141,0,0,0,0,0,0,,0,100,0,8484910,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,72,68,87,68,67,69,68,67,69,68,65,73,42,40,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,168,Ville Husso,https://www.nhl.com/player/8478024,1,FIN,1995-02-06,30,205,75,3,False,False,False,False,False,True,True,False,False,False,0,4557773,4557773,4557773,4557773,0,0,0,0,0,0,0,,0,100,0,8478024,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,80,81,76,84,79,78,80,79,78,80,79,72,84,54,48,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10833,3,0,0,1,9,86,47,0,2,0,0,3,0,0,0,0,0,20,1550,1550,
170,169,Vitek Vanecek,https://www.nhl.com/player/8477970,12,CZE,1996-01-09,29,184,74,5,False,False,False,False,False,True,True,False,False,False,0,3300380,3300380,3300380,3300380,3300380,3300380,0,0,0,0,0,,0,100,0,8477970,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,86,82,77,77,85,84,86,85,84,86,85,72,83,61,46,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,170,Vyacheslav Buteyets,https://www.nhl.com/player/8483746,0,RUS,2002-05-29,23,210,76,3,False,False,False,False,False,True,True,False,False,False,0,2233957,2233957,2233957,2233957,0,0,0,0,0,0,0,,0,100,0,8483746,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,70,66,88,56,55,57,56,55,57,56,63,69,49,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,171,Vyacheslav Peksa,https://www.nhl.com/player/8482940,0,RUS,2002-08-27,23,181,75,2,False,False,False,False,False,True,True,False,False,False,0,1471982,1471982,1471982,0,0,0,0,0,0,0,0,,0,100,0,8482940,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,70,66,80,59,58,60,59,58,60,59,63,69,49,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,172,Waltteri Ignatjew,https://www.nhl.com/player/8484939,0,FIN,1999-12-03,25,200,75,2,False,False,False,False,False,True,True,False,False,False,0,2547246,2547246,2547246,0,0,0,0,0,0,0,0,,0,100,0,8484939,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,76,72,83,70,69,71,70,69,71,70,66,75,42,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,173,Will Cranley,https://www.nhl.com/player/8482205,0,CAN,2002-02-26,23,183,76,4,False,False,False,False,False,True,True,False,False,False,0,1599691,1599691,1599691,1599691,1599691,0,0,0,0,0,0,,0,100,0,8482205,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,70,66,83,57,56,58,57,56,58,57,63,69,49,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,174,William Rousseau,https://www.nhl.com/player/8482752,0,CAN,2003-01-09,22,193,73,4,False,False,False,False,False,True,True,False,False,False,0,2487584,2487584,2487584,2487584,2487584,0,0,0,0,0,0,,0,100,0,8482752,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,71,67,76,68,67,69,68,67,69,68,62,67,44,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,175,Yaniv Perets,https://www.nhl.com/player/8484293,0,CAN,2000-03-04,25,181,73,2,False,False,False,False,False,True,True,False,False,False,0,2211859,2211859,2211859,0,0,0,0,0,0,0,0,,0,100,0,8484293,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,60,72,68,74,59,58,60,59,58,60,59,65,73,42,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,176,Yaroslav Askarov,https://www.nhl.com/player/8482137,23,RUS,2002-06-16,23,178,75,3,False,False,False,False,False,True,True,False,False,False,0,2159629,2159629,2159629,2159629,0,0,0,0,0,0,0,,0,100,0,8482137,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,77,87,83,79,76,75,77,76,75,77,76,63,69,84,39,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,177,Zach Sawchenko,https://www.nhl.com/player/8479313,0,CAN,1997-12-30,27,185,73,1,False,False,False,False,False,True,True,False,False,False,0,2846877,2846877,0,0,0,0,0,0,0,0,0,,0,100,0,8479313,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,72,77,72,74,71,70,72,71,70,72,71,68,81,36,40,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
