Number,Transaction,DateTime,Empty
2175,New Record for Team's Most Points (3) in 1 Game for Columbus Blue Jackets!,2025-08-15 5:18:16 PM,
2176,New Record for Team's Most Shots (41) in 1 Game for Columbus Blue Jackets!,2025-08-15 5:18:16 PM,
2177,New Record for Team's Most Shots Blocked (8) in 1 Game for Columbus Blue Jackets!,2025-08-15 5:18:16 PM,
2178,New Record for Team's Most Penalties Minutes (16) in 1 Game for Columbus Blue Jackets!,2025-08-15 5:18:16 PM,
2179,New Record for Team's Most Hits (9) in 1 Game for Columbus Blue Jackets!,2025-08-15 5:18:16 PM,
2180,Farm Game #16 - Sam Malinski from Colorado Eagles has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2181,Farm Game #16 - Sam Colangelo from San Diego Gulls has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2182,Farm Game #16 - Ross Johnston from San Diego Gulls has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2183,Farm Game #16 - Nikita Nesterenko from San Diego Gulls has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2184,Farm Game #16 - Brock McGinn from San Diego Gulls has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2185,New Record for Team's Most Goals (3) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2186,New Record for Team's Most Assists (5) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2187,New Record for Team's Most Points (8) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2188,New Record for Team's Most Shots (31) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2189,New Record for Team's Most Shots Blocked (9) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2190,New Record for Team's Most Penalties Minutes (6) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2191,New Record for Team's Most Hits (5) in 1 Game for Winnipeg Jets!,2025-08-15 5:18:16 PM,
2192,New Record for Team's Most Goals (4) in 1 Game for Dallas Stars!,2025-08-15 5:18:16 PM,
2193,New Record for Team's Most Assists (7) in 1 Game for Dallas Stars!,2025-08-15 5:18:16 PM,
2194,New Record for Team's Most Points (11) in 1 Game for Dallas Stars!,2025-08-15 5:18:16 PM,
2195,New Record for Team's Most Shots (33) in 1 Game for Dallas Stars!,2025-08-15 5:18:16 PM,
2196,New Record for Team's Most Shots Blocked (14) in 1 Game for Dallas Stars!,2025-08-15 5:18:16 PM,
2197,New Record for Team's Most Hits (10) in 1 Game for Dallas Stars!,2025-08-15 5:18:16 PM,
2198,Farm Game #17 - Logan Mailloux from Laval Rocket has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2199,Pro Game #18 - Cale Makar from Colorado Avalanche has scored a Hat Trick!,2025-08-15 5:18:16 PM,
2200,New Record for Team's Most Goals (7) in 1 Game for Colorado Avalanche!,2025-08-15 5:18:16 PM,
2201,New Record for Team's Most Assists (10) in 1 Game for Colorado Avalanche!,2025-08-15 5:18:16 PM,
2202,New Record for Team's Most Points (17) in 1 Game for Colorado Avalanche!,2025-08-15 5:18:16 PM,
2203,New Record for Team's Most Goals (2) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2204,New Record for Team's Most Assists (4) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2205,New Record for Team's Most Points (6) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2206,New Record for Team's Most Shots (27) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2207,New Record for Team's Most Shots Blocked (15) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2208,New Record for Team's Most Penalties Minutes (16) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2209,New Record for Team's Most Hits (16) in 1 Game for Utah Mammoth!,2025-08-15 5:18:16 PM,
2210,New Record for Team's Most Goals (6) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2211,New Record for Team's Most Assists (11) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2212,New Record for Team's Most Points (17) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2213,New Record for Team's Most Shots (36) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2214,New Record for Team's Most Shots Blocked (11) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2215,New Record for Team's Most Penalties Minutes (8) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2216,New Record for Team's Most Hits (20) in 1 Game for Vancouver Canucks!,2025-08-15 5:18:16 PM,
2217,New Record for Team's Most Goals (2) in 1 Game for Calgary Flames!,2025-08-15 5:18:16 PM,
2218,New Record for Team's Most Assists (4) in 1 Game for Calgary Flames!,2025-08-15 5:18:16 PM,
2219,New Record for Team's Most Points (6) in 1 Game for Calgary Flames!,2025-08-15 5:18:16 PM,
2220,New Record for Team's Most Shots (27) in 1 Game for Calgary Flames!,2025-08-15 5:18:16 PM,
2221,New Record for Team's Most Shots Blocked (12) in 1 Game for Calgary Flames!,2025-08-15 5:18:16 PM,
2222,New Record for Team's Most Hits (15) in 1 Game for Calgary Flames!,2025-08-15 5:18:16 PM,
2223,New Record for Team's Most Goals (3) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2224,New Record for Team's Most Assists (5) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2225,New Record for Team's Most Points (8) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2226,New Record for Team's Most Shots (29) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2227,New Record for Team's Most Shots Blocked (13) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2228,New Record for Team's Most Penalties Minutes (4) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2229,New Record for Team's Most Hits (16) in 1 Game for San Jose Sharks!,2025-08-15 5:18:16 PM,
2230,New Record for Team's Most Shots Blocked (10) in 1 Game for Vegas Golden Knights!,2025-08-15 5:18:16 PM,
2231,New Record for Team's Most Hits (23) in 1 Game for Vegas Golden Knights!,2025-08-15 5:18:16 PM,
2232,New Record for Team's Most Goals (4) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2233,New Record for Team's Most Assists (7) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2234,New Record for Team's Most Points (11) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2235,New Record for Team's Most Shots (35) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2236,New Record for Team's Most Shots Blocked (16) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2237,New Record for Team's Most Penalties Minutes (6) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2238,New Record for Team's Most Hits (13) in 1 Game for Seattle Kraken!,2025-08-15 5:18:16 PM,
2239,New Record for Team's Most Goals (2) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2240,New Record for Team's Most Assists (4) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2241,New Record for Team's Most Points (6) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2242,New Record for Team's Most Shots (40) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2243,New Record for Team's Most Shots Blocked (12) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2244,New Record for Team's Most Penalties Minutes (10) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2245,New Record for Team's Most Hits (20) in 1 Game for Anaheim Ducks!,2025-08-15 5:18:16 PM,
2246,Website Output Automatically,2025-08-15 5:18:16 PM,
2247,There's not enough Defense players to make a roster for Washington Capitals.
,2025-08-15 5:18:24 PM,
2248,Default Unknown Players Stats Value Modified to 60,2025-08-16 3:38:19 AM,
2249,Minimum Players Per Team Value Modified to 0,2025-08-16 3:38:22 AM,
2250,Maximum Players Per Team Value Modified to 50,2025-08-16 3:38:25 AM,
2251,Long Term Injury Chance Value Modified to 100,2025-08-16 3:38:56 AM,
2252,Default Number of Simulation per Day Value Modified to 3,2025-08-16 3:38:59 AM,
2253,Trade Dead Line at % of Season Value Modified to 80,2025-08-16 3:39:00 AM,
2254,Emergency Recall Limit by Team Value Modified to 0,2025-08-16 3:39:16 AM,
2255,Disable Multiple Lines in a Row Option Deactivated,2025-08-16 3:39:17 AM,
2256,Output Free Agents Offers in SQLite Database Option Activated,2025-08-16 3:39:50 AM,
2257,Output Free Agents Offers in SQLite Database Option Deactivated,2025-08-16 3:39:52 AM,
2258,There's not enough Defense players to make a roster for Washington Capitals.
,2025-08-16 3:41:00 AM,
2259,Washington Capitals roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2025-08-16 3:41:02 AM,
2260,Pierre-Olivier Joseph was added to Washington Capitals.,2025-08-16 3:42:05 AM,
2261,Washington Capitals roster errors : Not enough Defenseman available in Pro Team! 5 Dressed. 6 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.
,2025-08-16 3:42:10 AM,
2262,Pierre-Olivier Joseph of Washington Capitals was sent to pro.,2025-08-16 3:42:12 AM,
2263,Washington Capitals lines errors : Normal line # 3 Defense #3 is empty.
Extra Defense #2 is empty.
Extra Defense #5 is empty.
,2025-08-16 3:42:43 AM,
2264,Auto Lines Function has been run for Washington Capitals.,2025-08-16 3:42:43 AM,
2265,Farm Game #18 - Sam Morton from Calgary Wranglers has scored a Hat Trick!,2025-08-16 3:42:45 AM,
2266,Game 20 - Unknown Player from Cleveland Monsters is injured  (Sports Hernia) and is out for 5 days.,2025-08-16 3:42:45 AM,
2267,Farm Game #20 - Luca Del Bel Belluz from Cleveland Monsters has scored a Hat Trick!,2025-08-16 3:42:45 AM,
2268,Calgary Wranglers lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:45 AM,
2269,Rockford IceHogs lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:45 AM,
2270,Cleveland Monsters lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:45 AM,
2271,Laval Rocket lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:45 AM,
2272,Utica Comets lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:45 AM,
2273,Belleville Senators lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:45 AM,
2274,Pro Game #22 - Gabriel Vilardi from Winnipeg Jets has scored a Hat Trick!,2025-08-16 3:42:46 AM,
2275,New Record for Team's Most Goals (7) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2276,New Record for Team's Most Assists (13) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2277,New Record for Team's Most Points (20) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2278,New Record for Team's Most Shots (33) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2279,New Record for Team's Most Shots Blocked (11) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2280,New Record for Team's Most Penalties Minutes (10) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2281,New Record for Team's Most Hits (21) in 1 Game for Winnipeg Jets!,2025-08-16 3:42:46 AM,
2282,New Record for Player (Drew Doughty) Most Ice Time (29:37) in 1 Game!,2025-08-16 3:42:46 AM,
2283,Pro Game #22 - Kevin Fiala from Los Angeles Kings has scored a Hat Trick!,2025-08-16 3:42:46 AM,
2284,New Record for Team's Most Penalties Minutes (10) in 1 Game for Los Angeles Kings!,2025-08-16 3:42:46 AM,
2285,New Record for Team's Most Hits (24) in 1 Game for Los Angeles Kings!,2025-08-16 3:42:46 AM,
2286,New Record for Team's Most Goals (5) in 1 Game for Calgary Flames!,2025-08-16 3:42:46 AM,
2287,New Record for Team's Most Assists (8) in 1 Game for Calgary Flames!,2025-08-16 3:42:46 AM,
2288,New Record for Team's Most Points (13) in 1 Game for Calgary Flames!,2025-08-16 3:42:46 AM,
2289,New Record for Team's Most Shots (34) in 1 Game for Calgary Flames!,2025-08-16 3:42:46 AM,
2290,New Record for Team's Most Shots Blocked (13) in 1 Game for Calgary Flames!,2025-08-16 3:42:46 AM,
2291,New Record for Team's Most Hits (22) in 1 Game for Calgary Flames!,2025-08-16 3:42:46 AM,
2292,New Record for Player (Brayden Schenn) Most Penalties Minutes (8) in 1 Game!,2025-08-16 3:42:46 AM,
2293,New Record for Team's Most Penalties Minutes (20) in 1 Game for St. Louis Blues!,2025-08-16 3:42:46 AM,
2294,New Record for Team's Most Goals (3) in 1 Game for St. Louis Blues!,2025-08-16 3:42:46 AM,
2295,New Record for Team's Most Assists (5) in 1 Game for St. Louis Blues!,2025-08-16 3:42:46 AM,
2296,New Record for Team's Most Points (8) in 1 Game for St. Louis Blues!,2025-08-16 3:42:46 AM,
2297,New Record for Team's Most Penalties Minutes (20) in 1 Game for St. Louis Blues!,2025-08-16 3:42:46 AM,
2298,New Record for Team's Most Hits (25) in 1 Game for St. Louis Blues!,2025-08-16 3:42:46 AM,
2299,Farm Game #23 - Devin Shore from Iowa Wild has scored a Hat Trick!,2025-08-16 3:42:46 AM,
2300,New Record for Team's Most Shots Blocked (18) in 1 Game for Buffalo Sabres!,2025-08-16 3:42:46 AM,
2301,New Record for Team's Most Hits (23) in 1 Game for Buffalo Sabres!,2025-08-16 3:42:46 AM,
2302,New Record for Team's Most Shots Blocked (13) in 1 Game for Detroit Red Wings!,2025-08-16 3:42:46 AM,
2303,New Record for Team's Most Penalties Minutes (12) in 1 Game for Detroit Red Wings!,2025-08-16 3:42:46 AM,
2304,New Record for Team's Most Hits (17) in 1 Game for Detroit Red Wings!,2025-08-16 3:42:46 AM,
2305,New Record for Team's Most Shots (35) in 1 Game for Toronto Maple Leafs!,2025-08-16 3:42:46 AM,
2306,New Record for Team's Most Penalties Minutes (10) in 1 Game for Toronto Maple Leafs!,2025-08-16 3:42:46 AM,
2307,New Record for Team's Most Hits (20) in 1 Game for Toronto Maple Leafs!,2025-08-16 3:42:46 AM,
2308,New Record for Team's Most Goals (7) in 1 Game for Tampa Bay Lightning!,2025-08-16 3:42:46 AM,
2309,New Record for Team's Most Points (14) in 1 Game for Tampa Bay Lightning!,2025-08-16 3:42:46 AM,
2310,New Record for Team's Most Shots (33) in 1 Game for Tampa Bay Lightning!,2025-08-16 3:42:46 AM,
2311,New Record for Team's Most Shots Blocked (5) in 1 Game for Tampa Bay Lightning!,2025-08-16 3:42:46 AM,
2312,New Record for Team's Most Penalties Minutes (10) in 1 Game for Tampa Bay Lightning!,2025-08-16 3:42:46 AM,
2313,New Record for Player (Matthew Tkachuk) Most Penalties Minutes (11) in 1 Game!,2025-08-16 3:42:46 AM,
2314,Pro Game #27 - Sam Reinhart from Florida Panthers has scored a Hat Trick!,2025-08-16 3:42:46 AM,
2315,New Record for Team's Most Penalties Minutes (25) in 1 Game for Florida Panthers!,2025-08-16 3:42:46 AM,
2316,New Record for Team's Most Penalties Minutes (25) in 1 Game for Florida Panthers!,2025-08-16 3:42:46 AM,
2317,New Record for Team's Most Hits (31) in 1 Game for Ottawa Senators!,2025-08-16 3:42:46 AM,
2318,New Record for Team's Most Assists (5) in 1 Game for Ottawa Senators!,2025-08-16 3:42:46 AM,
2319,New Record for Team's Most Points (9) in 1 Game for Ottawa Senators!,2025-08-16 3:42:46 AM,
2320,New Record for Team's Most Penalties Minutes (15) in 1 Game for Ottawa Senators!,2025-08-16 3:42:46 AM,
2321,New Record for Team's Most Hits (31) in 1 Game for Ottawa Senators!,2025-08-16 3:42:46 AM,
2322,New Record for Most Penalties Minutes (40) in a game!,2025-08-16 3:42:46 AM,
2323,New Record for Team's Most Goals (3) in 1 Game for New York Islanders!,2025-08-16 3:42:46 AM,
2324,New Record for Team's Most Assists (6) in 1 Game for New York Islanders!,2025-08-16 3:42:46 AM,
2325,New Record for Team's Most Points (9) in 1 Game for New York Islanders!,2025-08-16 3:42:46 AM,
2326,New Record for Team's Most Shots Blocked (14) in 1 Game for New York Islanders!,2025-08-16 3:42:46 AM,
2327,New Record for Team's Most Penalties Minutes (14) in 1 Game for New York Islanders!,2025-08-16 3:42:46 AM,
2328,New Record for Team's Most Shots (35) in 1 Game for Washington Capitals!,2025-08-16 3:42:46 AM,
2329,New Record for Team's Most Hits (18) in 1 Game for Washington Capitals!,2025-08-16 3:42:46 AM,
2330,New Record for Team's Most Shots (35) in 1 Game for Pittsburgh Penguins!,2025-08-16 3:42:46 AM,
2331,New Record for Team's Most Hits (17) in 1 Game for Pittsburgh Penguins!,2025-08-16 3:42:46 AM,
2332,Pro Game #29 - Artemi Panarin from New York Rangers has scored a Hat Trick!,2025-08-16 3:42:46 AM,
2333,Pro Game #30 - Andrei Svechnikov from Carolina Hurricanes has scored a Hat Trick!,2025-08-16 3:42:46 AM,
2334,New Record for Team's Most Goals (7) in 1 Game for Carolina Hurricanes!,2025-08-16 3:42:46 AM,
2335,New Record for Team's Most Assists (10) in 1 Game for Carolina Hurricanes!,2025-08-16 3:42:46 AM,
2336,New Record for Team's Most Points (17) in 1 Game for Carolina Hurricanes!,2025-08-16 3:42:46 AM,
2337,New Record for Team's Most Penalties Minutes (6) in 1 Game for Carolina Hurricanes!,2025-08-16 3:42:46 AM,
2338,New Record for Team's Most Penalties Minutes (8) in 1 Game for Philadelphia Flyers!,2025-08-16 3:42:46 AM,
2339,New Record for Team's Most Hits (16) in 1 Game for Philadelphia Flyers!,2025-08-16 3:42:46 AM,
2340,New Record for Team's Most Shots Blocked (13) in 1 Game for Chicago Blackhawks!,2025-08-16 3:42:47 AM,
2341,New Record for Team's Most Assists (6) in 1 Game for Montreal Canadiens!,2025-08-16 3:42:47 AM,
2342,New Record for Team's Most Points (9) in 1 Game for Montreal Canadiens!,2025-08-16 3:42:47 AM,
2343,New Record for Team's Most Shots Blocked (15) in 1 Game for Montreal Canadiens!,2025-08-16 3:42:47 AM,
2344,New Record for Team's Most Assists (5) in 1 Game for Nashville Predators!,2025-08-16 3:42:47 AM,
2345,New Record for Team's Most Points (8) in 1 Game for Nashville Predators!,2025-08-16 3:42:47 AM,
2346,New Record for Team's Most Shots (30) in 1 Game for Nashville Predators!,2025-08-16 3:42:47 AM,
2347,New Record for Team's Most Penalties Minutes (8) in 1 Game for Nashville Predators!,2025-08-16 3:42:47 AM,
2348,New Record for Team's Most Goals (4) in 1 Game for Utah Mammoth!,2025-08-16 3:42:47 AM,
2349,New Record for Team's Most Assists (7) in 1 Game for Utah Mammoth!,2025-08-16 3:42:47 AM,
2350,New Record for Team's Most Points (11) in 1 Game for Utah Mammoth!,2025-08-16 3:42:47 AM,
2351,New Record for Team's Most Shots (33) in 1 Game for Utah Mammoth!,2025-08-16 3:42:47 AM,
2352,New Record for Team's Most Hits (19) in 1 Game for Utah Mammoth!,2025-08-16 3:42:47 AM,
2353,Game 33 - Boone Jenner from Columbus Blue Jackets is injured  (Right Foot) and is out for 1 month.,2025-08-16 3:42:47 AM,
2354,New Record for Player (Jared Spurgeon) Most Shots Blocked (8) in 1 Game!,2025-08-16 3:42:47 AM,
2355,New Record for Team's Most Shots (33) in 1 Game for Minnesota Wild!,2025-08-16 3:42:47 AM,
2356,New Record for Team's Most Goals (5) in 1 Game for Columbus Blue Jackets!,2025-08-16 3:42:47 AM,
2357,New Record for Team's Most Assists (7) in 1 Game for Columbus Blue Jackets!,2025-08-16 3:42:47 AM,
2358,New Record for Team's Most Points (12) in 1 Game for Columbus Blue Jackets!,2025-08-16 3:42:47 AM,
2359,New Record for Team's Most Shots Blocked (9) in 1 Game for Columbus Blue Jackets!,2025-08-16 3:42:47 AM,
2360,New Record for Team's Most Hits (16) in 1 Game for Columbus Blue Jackets!,2025-08-16 3:42:47 AM,
2361,New Record for Team's Most Shots (43) in 1 Game for Colorado Avalanche!,2025-08-16 3:42:47 AM,
2362,New Record for Team's Most Penalties Minutes (12) in 1 Game for Colorado Avalanche!,2025-08-16 3:42:47 AM,
2363,New Record for Team's Most Goals (5) in 1 Game for Dallas Stars!,2025-08-16 3:42:47 AM,
2364,New Record for Team's Most Assists (8) in 1 Game for Dallas Stars!,2025-08-16 3:42:47 AM,
2365,New Record for Team's Most Points (13) in 1 Game for Dallas Stars!,2025-08-16 3:42:47 AM,
2366,New Record for Team's Most Penalties Minutes (8) in 1 Game for Dallas Stars!,2025-08-16 3:42:47 AM,
2367,New Record for Team's Most Hits (16) in 1 Game for Dallas Stars!,2025-08-16 3:42:47 AM,
2368,New Record for Team's Most Penalties Minutes (12) in 1 Game for Edmonton Oilers!,2025-08-16 3:42:47 AM,
2369,Pro Game #35 - Quinn Hughes from Vancouver Canucks has scored a Hat Trick!,2025-08-16 3:42:47 AM,
2370,New Record for Team's Most Penalties Minutes (16) in 1 Game for Vancouver Canucks!,2025-08-16 3:42:47 AM,
2371,New Record for Team's Most Penalties Minutes (6) in 1 Game for San Jose Sharks!,2025-08-16 3:42:47 AM,
2372,New Record for Team's Most Hits (27) in 1 Game for San Jose Sharks!,2025-08-16 3:42:47 AM,
2373,New Record for Team's Most Goals (3) in 1 Game for Anaheim Ducks!,2025-08-16 3:42:47 AM,
2374,New Record for Team's Most Assists (5) in 1 Game for Anaheim Ducks!,2025-08-16 3:42:47 AM,
2375,New Record for Team's Most Points (8) in 1 Game for Anaheim Ducks!,2025-08-16 3:42:47 AM,
2376,New Record for Team's Most Shots Blocked (15) in 1 Game for Anaheim Ducks!,2025-08-16 3:42:47 AM,
2377,New Record for Team's Most Penalties Minutes (14) in 1 Game for Anaheim Ducks!,2025-08-16 3:42:47 AM,
2378,Pro Game #37 - Reilly Smith from Vegas Golden Knights has scored a Hat Trick!,2025-08-16 3:42:47 AM,
2379,Pro Game #37 - William Karlsson from Vegas Golden Knights has scored a Hat Trick!,2025-08-16 3:42:47 AM,
2380,New Record for Team's Most Goals (8) in 1 Game for Vegas Golden Knights!,2025-08-16 3:42:47 AM,
2381,New Record for Team's Most Assists (12) in 1 Game for Vegas Golden Knights!,2025-08-16 3:42:47 AM,
2382,New Record for Team's Most Points (20) in 1 Game for Vegas Golden Knights!,2025-08-16 3:42:47 AM,
2383,New Record for Team's Most Shots Blocked (15) in 1 Game for Vegas Golden Knights!,2025-08-16 3:42:47 AM,
2384,New Record for Team's Most Penalties Minutes (10) in 1 Game for Vegas Golden Knights!,2025-08-16 3:42:47 AM,
2385,Anaheim Ducks lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2386,Boston Bruins lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2387,Both Buffalo Sabres and Rochester Americans lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2388,Both Calgary Flames and Calgary Wranglers lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2389,Carolina Hurricanes lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2390,Chicago Blackhawks lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2391,Colorado Avalanche lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2392,Both Columbus Blue Jackets and Cleveland Monsters lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2393,Both Dallas Stars and Texas Stars lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2394,Detroit Red Wings lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2395,Both Edmonton Oilers and Bakersfield Condors lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2396,Both Florida Panthers and Jacksonville Barons lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2397,Los Angeles Kings lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2398,Both Minnesota Wild and Iowa Wild lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2399,Montreal Canadiens lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2400,Both Nashville Predators and Milwaukee Admirals lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2401,New Jersey Devils lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2402,New York Islanders lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2403,New York Rangers lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2404,Ottawa Senators lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2405,Philadelphia Flyers lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2406,Pittsburgh Penguins lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2407,Both San Jose Sharks and San Jose Barracuda lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2408,Seattle Kraken lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2409,St. Louis Blues lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2410,Both Tampa Bay Lightning and Syracuse Crunch lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2411,Toronto Maple Leafs lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2412,Utah Mammoth lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2413,Vancouver Canucks lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2414,Vegas Golden Knights lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2415,Washington Capitals lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2416,Winnipeg Jets lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:47 AM,
2417,Farm Game #27 - Aatu Raty from Abbotsford Canucks has scored a Hat Trick!,2025-08-16 3:42:47 AM,
2418,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2419,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2420,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2421,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2422,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2423,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2424,Farm Game #28 - Game Misconduct to Unknown Player,2025-08-16 3:42:47 AM,
2425,Farm Game #31 - Game Misconduct to Scott Morrow,2025-08-16 3:42:47 AM,
2426,New Record for Team's Most Shots (36) in 1 Game for Washington Capitals!,2025-08-16 3:42:48 AM,
2427,New Record for Team's Most Shots Blocked (10) in 1 Game for Washington Capitals!,2025-08-16 3:42:48 AM,
2428,New Record for Team's Most Hits (25) in 1 Game for Washington Capitals!,2025-08-16 3:42:48 AM,
2429,Charlotte Checkers lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:48 AM,
2430,Colorado Eagles lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:48 AM,
2431,Grand Rapids Griffins lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:48 AM,
2432,Ontario Reign lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:48 AM,
2433,Iowa Wild lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:48 AM,
2434,Laval Rocket lines for next game are empty. Current rosters/lines are not erased.,2025-08-16 3:42:48 AM,
