Number,Transaction
2284,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Los Angeles Kings!
2285,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (24) in 1 Game for Los Angeles Kings!
2286,[2025-08-16 3:42:46 AM] - New Record for Team's Most Goals (5) in 1 Game for Calgary Flames!
2287,[2025-08-16 3:42:46 AM] - New Record for Team's Most Assists (8) in 1 Game for Calgary Flames!
2288,[2025-08-16 3:42:46 AM] - New Record for Team's Most Points (13) in 1 Game for Calgary Flames!
2289,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots (34) in 1 Game for Calgary Flames!
2290,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots Blocked (13) in 1 Game for Calgary Flames!
2291,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (22) in 1 Game for Calgary Flames!
2292,[2025-08-16 3:42:46 AM] - New Record for Player (Brayden Schenn) Most Penalties Minutes (8) in 1 Game!
2293,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (20) in 1 Game for St. Louis Blues!
2294,[2025-08-16 3:42:46 AM] - New Record for Team's Most Goals (3) in 1 Game for St. Louis Blues!
2295,[2025-08-16 3:42:46 AM] - New Record for Team's Most Assists (5) in 1 Game for St. Louis Blues!
2296,[2025-08-16 3:42:46 AM] - New Record for Team's Most Points (8) in 1 Game for St. Louis Blues!
2297,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (20) in 1 Game for St. Louis Blues!
2298,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (25) in 1 Game for St. Louis Blues!
2299,[2025-08-16 3:42:46 AM] - Farm Game #23 - Devin Shore from Iowa Wild has scored a Hat Trick!
2300,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots Blocked (18) in 1 Game for Buffalo Sabres!
2301,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (23) in 1 Game for Buffalo Sabres!
2302,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots Blocked (13) in 1 Game for Detroit Red Wings!
2303,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (12) in 1 Game for Detroit Red Wings!
2304,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (17) in 1 Game for Detroit Red Wings!
2305,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots (35) in 1 Game for Toronto Maple Leafs!
2306,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Toronto Maple Leafs!
2307,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (20) in 1 Game for Toronto Maple Leafs!
2308,[2025-08-16 3:42:46 AM] - New Record for Team's Most Goals (7) in 1 Game for Tampa Bay Lightning!
2309,[2025-08-16 3:42:46 AM] - New Record for Team's Most Points (14) in 1 Game for Tampa Bay Lightning!
2310,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots (33) in 1 Game for Tampa Bay Lightning!
2311,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots Blocked (5) in 1 Game for Tampa Bay Lightning!
2312,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Tampa Bay Lightning!
2313,[2025-08-16 3:42:46 AM] - New Record for Player (Matthew Tkachuk) Most Penalties Minutes (11) in 1 Game!
2314,[2025-08-16 3:42:46 AM] - Pro Game #27 - Sam Reinhart from Florida Panthers has scored a Hat Trick!
2315,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (25) in 1 Game for Florida Panthers!
2316,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (25) in 1 Game for Florida Panthers!
2317,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (31) in 1 Game for Ottawa Senators!
2318,[2025-08-16 3:42:46 AM] - New Record for Team's Most Assists (5) in 1 Game for Ottawa Senators!
2319,[2025-08-16 3:42:46 AM] - New Record for Team's Most Points (9) in 1 Game for Ottawa Senators!
2320,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (15) in 1 Game for Ottawa Senators!
2321,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (31) in 1 Game for Ottawa Senators!
2322,[2025-08-16 3:42:46 AM] - New Record for Most Penalties Minutes (40) in a game!
2323,[2025-08-16 3:42:46 AM] - New Record for Team's Most Goals (3) in 1 Game for New York Islanders!
2324,[2025-08-16 3:42:46 AM] - New Record for Team's Most Assists (6) in 1 Game for New York Islanders!
2325,[2025-08-16 3:42:46 AM] - New Record for Team's Most Points (9) in 1 Game for New York Islanders!
2326,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots Blocked (14) in 1 Game for New York Islanders!
2327,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for New York Islanders!
2328,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots (35) in 1 Game for Washington Capitals!
2329,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (18) in 1 Game for Washington Capitals!
2330,[2025-08-16 3:42:46 AM] - New Record for Team's Most Shots (35) in 1 Game for Pittsburgh Penguins!
2331,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (17) in 1 Game for Pittsburgh Penguins!
2332,[2025-08-16 3:42:46 AM] - Pro Game #29 - Artemi Panarin from New York Rangers has scored a Hat Trick!
2333,[2025-08-16 3:42:46 AM] - Pro Game #30 - Andrei Svechnikov from Carolina Hurricanes has scored a Hat Trick!
2334,[2025-08-16 3:42:46 AM] - New Record for Team's Most Goals (7) in 1 Game for Carolina Hurricanes!
2335,[2025-08-16 3:42:46 AM] - New Record for Team's Most Assists (10) in 1 Game for Carolina Hurricanes!
2336,[2025-08-16 3:42:46 AM] - New Record for Team's Most Points (17) in 1 Game for Carolina Hurricanes!
2337,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (6) in 1 Game for Carolina Hurricanes!
2338,[2025-08-16 3:42:46 AM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Philadelphia Flyers!
2339,[2025-08-16 3:42:46 AM] - New Record for Team's Most Hits (16) in 1 Game for Philadelphia Flyers!
2340,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots Blocked (13) in 1 Game for Chicago Blackhawks!
2341,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (6) in 1 Game for Montreal Canadiens!
2342,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (9) in 1 Game for Montreal Canadiens!
2343,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots Blocked (15) in 1 Game for Montreal Canadiens!
2344,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (5) in 1 Game for Nashville Predators!
2345,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (8) in 1 Game for Nashville Predators!
2346,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots (30) in 1 Game for Nashville Predators!
2347,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Nashville Predators!
2348,[2025-08-16 3:42:47 AM] - New Record for Team's Most Goals (4) in 1 Game for Utah Mammoth!
2349,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (7) in 1 Game for Utah Mammoth!
2350,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (11) in 1 Game for Utah Mammoth!
2351,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots (33) in 1 Game for Utah Mammoth!
2352,[2025-08-16 3:42:47 AM] - New Record for Team's Most Hits (19) in 1 Game for Utah Mammoth!
2353,[2025-08-16 3:42:47 AM] - Game 33 - Boone Jenner from Columbus Blue Jackets is injured  (Right Foot) and is out for 1 month.
2354,[2025-08-16 3:42:47 AM] - New Record for Player (Jared Spurgeon) Most Shots Blocked (8) in 1 Game!
2355,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots (33) in 1 Game for Minnesota Wild!
2356,[2025-08-16 3:42:47 AM] - New Record for Team's Most Goals (5) in 1 Game for Columbus Blue Jackets!
2357,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (7) in 1 Game for Columbus Blue Jackets!
2358,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (12) in 1 Game for Columbus Blue Jackets!
2359,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots Blocked (9) in 1 Game for Columbus Blue Jackets!
2360,[2025-08-16 3:42:47 AM] - New Record for Team's Most Hits (16) in 1 Game for Columbus Blue Jackets!
2361,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots (43) in 1 Game for Colorado Avalanche!
2362,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (12) in 1 Game for Colorado Avalanche!
2363,[2025-08-16 3:42:47 AM] - New Record for Team's Most Goals (5) in 1 Game for Dallas Stars!
2364,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (8) in 1 Game for Dallas Stars!
2365,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (13) in 1 Game for Dallas Stars!
2366,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (8) in 1 Game for Dallas Stars!
2367,[2025-08-16 3:42:47 AM] - New Record for Team's Most Hits (16) in 1 Game for Dallas Stars!
2368,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (12) in 1 Game for Edmonton Oilers!
2369,[2025-08-16 3:42:47 AM] - Pro Game #35 - Quinn Hughes from Vancouver Canucks has scored a Hat Trick!
2370,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (16) in 1 Game for Vancouver Canucks!
2371,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (6) in 1 Game for San Jose Sharks!
2372,[2025-08-16 3:42:47 AM] - New Record for Team's Most Hits (27) in 1 Game for San Jose Sharks!
2373,[2025-08-16 3:42:47 AM] - New Record for Team's Most Goals (3) in 1 Game for Anaheim Ducks!
2374,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (5) in 1 Game for Anaheim Ducks!
2375,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (8) in 1 Game for Anaheim Ducks!
2376,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots Blocked (15) in 1 Game for Anaheim Ducks!
2377,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for Anaheim Ducks!
2378,[2025-08-16 3:42:47 AM] - Pro Game #37 - Reilly Smith from Vegas Golden Knights has scored a Hat Trick!
2379,[2025-08-16 3:42:47 AM] - Pro Game #37 - William Karlsson from Vegas Golden Knights has scored a Hat Trick!
2380,[2025-08-16 3:42:47 AM] - New Record for Team's Most Goals (8) in 1 Game for Vegas Golden Knights!
2381,[2025-08-16 3:42:47 AM] - New Record for Team's Most Assists (12) in 1 Game for Vegas Golden Knights!
2382,[2025-08-16 3:42:47 AM] - New Record for Team's Most Points (20) in 1 Game for Vegas Golden Knights!
2383,[2025-08-16 3:42:47 AM] - New Record for Team's Most Shots Blocked (15) in 1 Game for Vegas Golden Knights!
2384,[2025-08-16 3:42:47 AM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Vegas Golden Knights!
2385,[2025-08-16 3:42:47 AM] - Anaheim Ducks lines for next game are empty. Current rosters/lines are not erased.
2386,[2025-08-16 3:42:47 AM] - Boston Bruins lines for next game are empty. Current rosters/lines are not erased.
2387,[2025-08-16 3:42:47 AM] - Both Buffalo Sabres and Rochester Americans lines for next game are empty. Current rosters/lines are not erased.
2388,[2025-08-16 3:42:47 AM] - Both Calgary Flames and Calgary Wranglers lines for next game are empty. Current rosters/lines are not erased.
2389,[2025-08-16 3:42:47 AM] - Carolina Hurricanes lines for next game are empty. Current rosters/lines are not erased.
2390,[2025-08-16 3:42:47 AM] - Chicago Blackhawks lines for next game are empty. Current rosters/lines are not erased.
2391,[2025-08-16 3:42:47 AM] - Colorado Avalanche lines for next game are empty. Current rosters/lines are not erased.
2392,[2025-08-16 3:42:47 AM] - Both Columbus Blue Jackets and Cleveland Monsters lines for next game are empty. Current rosters/lines are not erased.
2393,[2025-08-16 3:42:47 AM] - Both Dallas Stars and Texas Stars lines for next game are empty. Current rosters/lines are not erased.
2394,[2025-08-16 3:42:47 AM] - Detroit Red Wings lines for next game are empty. Current rosters/lines are not erased.
2395,[2025-08-16 3:42:47 AM] - Both Edmonton Oilers and Bakersfield Condors lines for next game are empty. Current rosters/lines are not erased.
2396,[2025-08-16 3:42:47 AM] - Both Florida Panthers and Jacksonville Barons lines for next game are empty. Current rosters/lines are not erased.
2397,[2025-08-16 3:42:47 AM] - Los Angeles Kings lines for next game are empty. Current rosters/lines are not erased.
2398,[2025-08-16 3:42:47 AM] - Both Minnesota Wild and Iowa Wild lines for next game are empty. Current rosters/lines are not erased.
2399,[2025-08-16 3:42:47 AM] - Montreal Canadiens lines for next game are empty. Current rosters/lines are not erased.
2400,[2025-08-16 3:42:47 AM] - Both Nashville Predators and Milwaukee Admirals lines for next game are empty. Current rosters/lines are not erased.
2401,[2025-08-16 3:42:47 AM] - New Jersey Devils lines for next game are empty. Current rosters/lines are not erased.
2402,[2025-08-16 3:42:47 AM] - New York Islanders lines for next game are empty. Current rosters/lines are not erased.
2403,[2025-08-16 3:42:47 AM] - New York Rangers lines for next game are empty. Current rosters/lines are not erased.
2404,[2025-08-16 3:42:47 AM] - Ottawa Senators lines for next game are empty. Current rosters/lines are not erased.
2405,[2025-08-16 3:42:47 AM] - Philadelphia Flyers lines for next game are empty. Current rosters/lines are not erased.
2406,[2025-08-16 3:42:47 AM] - Pittsburgh Penguins lines for next game are empty. Current rosters/lines are not erased.
2407,[2025-08-16 3:42:47 AM] - Both San Jose Sharks and San Jose Barracuda lines for next game are empty. Current rosters/lines are not erased.
2408,[2025-08-16 3:42:47 AM] - Seattle Kraken lines for next game are empty. Current rosters/lines are not erased.
2409,[2025-08-16 3:42:47 AM] - St. Louis Blues lines for next game are empty. Current rosters/lines are not erased.
2410,[2025-08-16 3:42:47 AM] - Both Tampa Bay Lightning and Syracuse Crunch lines for next game are empty. Current rosters/lines are not erased.
2411,[2025-08-16 3:42:47 AM] - Toronto Maple Leafs lines for next game are empty. Current rosters/lines are not erased.
2412,[2025-08-16 3:42:47 AM] - Utah Mammoth lines for next game are empty. Current rosters/lines are not erased.
2413,[2025-08-16 3:42:47 AM] - Vancouver Canucks lines for next game are empty. Current rosters/lines are not erased.
2414,[2025-08-16 3:42:47 AM] - Vegas Golden Knights lines for next game are empty. Current rosters/lines are not erased.
2415,[2025-08-16 3:42:47 AM] - Washington Capitals lines for next game are empty. Current rosters/lines are not erased.
2416,[2025-08-16 3:42:47 AM] - Winnipeg Jets lines for next game are empty. Current rosters/lines are not erased.
2417,[2025-08-16 3:42:47 AM] - Farm Game #27 - Aatu Raty from Abbotsford Canucks has scored a Hat Trick!
2418,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2419,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2420,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2421,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2422,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2423,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2424,[2025-08-16 3:42:47 AM] - Farm Game #28 - Game Misconduct to Unknown Player
2425,[2025-08-16 3:42:47 AM] - Farm Game #31 - Game Misconduct to Scott Morrow
2426,[2025-08-16 3:42:48 AM] - New Record for Team's Most Shots (36) in 1 Game for Washington Capitals!
2427,[2025-08-16 3:42:48 AM] - New Record for Team's Most Shots Blocked (10) in 1 Game for Washington Capitals!
2428,[2025-08-16 3:42:48 AM] - New Record for Team's Most Hits (25) in 1 Game for Washington Capitals!
2429,[2025-08-16 3:42:48 AM] - Charlotte Checkers lines for next game are empty. Current rosters/lines are not erased.
2430,[2025-08-16 3:42:48 AM] - Colorado Eagles lines for next game are empty. Current rosters/lines are not erased.
2431,[2025-08-16 3:42:48 AM] - Grand Rapids Griffins lines for next game are empty. Current rosters/lines are not erased.
2432,[2025-08-16 3:42:48 AM] - Ontario Reign lines for next game are empty. Current rosters/lines are not erased.
2433,[2025-08-16 3:42:48 AM] - Iowa Wild lines for next game are empty. Current rosters/lines are not erased.
2434,[2025-08-16 3:42:48 AM] - Laval Rocket lines for next game are empty. Current rosters/lines are not erased.
2435,[2025-08-16 3:42:48 AM] - Utica Comets lines for next game are empty. Current rosters/lines are not erased.
2436,[2025-08-16 3:42:48 AM] - Bridgeport Islanders lines for next game are empty. Current rosters/lines are not erased.
2437,[2025-08-16 3:42:48 AM] - Both New York Rangers and Hartford Wolf Pack lines for next game are empty. Current rosters/lines are not erased.
2438,[2025-08-16 3:42:48 AM] - Lehigh Valley Phantoms lines for next game are empty. Current rosters/lines are not erased.
2439,[2025-08-16 3:42:48 AM] - Wilkes-Barre/Scranton Penguins lines for next game are empty. Current rosters/lines are not erased.
2440,[2025-08-16 3:42:48 AM] - Coachella Valley Firebirds lines for next game are empty. Current rosters/lines are not erased.
2441,[2025-08-16 3:42:48 AM] - Springfield Thunderbirds lines for next game are empty. Current rosters/lines are not erased.
2442,[2025-08-16 3:42:48 AM] - Toronto Marlies lines for next game are empty. Current rosters/lines are not erased.
2443,[2025-08-16 3:42:48 AM] - Abbotsford Canucks lines for next game are empty. Current rosters/lines are not erased.
2444,[2025-08-16 3:42:48 AM] - Henderson Silver Knights lines for next game are empty. Current rosters/lines are not erased.
2445,[2025-08-16 3:42:48 AM] - Washington Capitals lines for next game are empty. Current rosters/lines are not erased.
2446,[2025-08-16 3:42:48 AM] - Website Output Automatically
2447,[2025-08-17 12:01:12 AM] - Website Output Manually
2448,[2025-08-17 6:17:00 AM] - Website Output Manually
2449,[2025-08-17 6:18:46 AM] - Website Output Manually
2450,[2025-08-17 6:25:07 AM] - Do Not Required Login to access Web Client and Upload Lines Function Option Activated
2451,[2025-08-17 6:25:39 AM] - Website Output Manually
2452,[2025-08-17 7:14:29 AM] - Columbus Blue Jackets roster errors : Not enough Forward available in Pro Team! 11 Dressed. 12 Required.
Not enough Players available in Pro Team! 17 Dressed. 18 Required.
Some errors will be automatically fixed.

2453,[2025-08-17 7:14:29 AM] - Sean Kuraly of Columbus Blue Jackets was sent to pro.
2454,[2025-08-17 7:14:29 AM] - Auto Roster Partial Function has been run for Columbus Blue Jackets.
2455,[2025-08-17 7:14:29 AM] - Auto Lines Function has been run for Columbus Blue Jackets.
2456,[2025-08-17 7:14:43 AM] - Use Date instead of Now for Age Calculation Option Activated
2457,[2025-08-17 7:14:45 AM] - Use Date instead of Now for Age Calculation Date was set to 2025-09-17
2458,[2025-08-17 7:14:46 AM] - Use Date instead of Now for Age Calculation Date was set to 2025-10-17
2459,[2025-08-17 7:14:50 AM] - Use Date instead of Now for Age Calculation Date was set to 2025-10-07
2460,[2025-08-17 7:15:11 AM] - Do Not Required Login to access Web Client and Upload Lines Function Option Activated
2461,[2025-08-17 7:15:28 AM] - Free Agent : Use Date instead of Now for Age Calculation Option Activated
2462,[2025-08-17 7:15:31 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-07-17
2463,[2025-08-17 7:15:31 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-06-17
2464,[2025-08-17 7:15:32 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-07-17
2465,[2025-08-17 7:15:32 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-08-17
2466,[2025-08-17 7:15:32 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-09-17
2467,[2025-08-17 7:15:33 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-10-17
2468,[2025-08-17 7:15:35 AM] - Free Agent : Use Date instead of Now for Age Calculation Date was set to 2025-10-07
2469,[2025-08-17 7:16:16 AM] - Website Output Manually
2470,[2025-08-17 10:57:55 AM] - Do Not Required Login to access Web Client and Upload Lines Function Option Activated
2471,[2025-08-17 10:59:47 AM] - Website Output Manually
2472,[2025-08-17 11:06:55 AM] - Do Not Required Login to access Web Client and Upload Lines Function Option Activated
2473,[2025-08-17 11:23:41 AM] - Website Output Manually
2474,[2025-08-17 11:37:27 AM] - Website Output Manually
2475,[2025-08-17 11:39:11 AM] - Do Not Required Login to access Web Client and Upload Lines Function Option Activated
2476,[2025-08-17 11:39:43 AM] - Website Output Manually
2477,[2025-08-17 11:40:49 AM] - Do Not Required Login to access Web Client and Upload Lines Function Option Activated
2478,[2025-08-17 11:41:22 AM] - Website Output Manually
2479,[2025-08-17 11:45:10 AM] - Website Output Manually
2480,[2025-08-18 6:00:26 PM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for Buffalo Sabres!
2481,[2025-08-18 6:00:26 PM] - Pro Game #39 - Cale Makar from Colorado Avalanche has scored a Hat Trick!
2482,[2025-08-18 6:00:26 PM] - New Record for Team's Most Goals (8) in 1 Game for Colorado Avalanche!
2483,[2025-08-18 6:00:26 PM] - New Record for Team's Most Assists (12) in 1 Game for Colorado Avalanche!
2484,[2025-08-18 6:00:26 PM] - New Record for Team's Most Points (20) in 1 Game for Colorado Avalanche!
2485,[2025-08-18 6:00:26 PM] - David Pastrnak from Boston Bruins is injured from Exhaustion.
2486,[2025-08-18 6:00:26 PM] - Elias Lindholm from Boston Bruins is injured from Exhaustion.
2487,[2025-08-18 6:00:26 PM] - New Record for Team's Most Shots (42) in 1 Game for Tampa Bay Lightning!
2488,[2025-08-18 6:00:26 PM] - New Record for Team's Most Shots Blocked (16) in 1 Game for Tampa Bay Lightning!
2489,[2025-08-18 6:00:26 PM] - New Record for Team's Most Hits (28) in 1 Game for Tampa Bay Lightning!
2490,[2025-08-18 6:00:27 PM] - New Record for Team's Most Goals (5) in 1 Game for Nashville Predators!
2491,[2025-08-18 6:00:27 PM] - New Record for Team's Most Assists (8) in 1 Game for Nashville Predators!
2492,[2025-08-18 6:00:27 PM] - New Record for Team's Most Points (13) in 1 Game for Nashville Predators!
2493,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots (32) in 1 Game for Nashville Predators!
2494,[2025-08-18 6:00:27 PM] - New Record for Team's Most Goals (5) in 1 Game for New York Islanders!
2495,[2025-08-18 6:00:27 PM] - New Record for Team's Most Assists (7) in 1 Game for New York Islanders!
2496,[2025-08-18 6:00:27 PM] - New Record for Team's Most Points (12) in 1 Game for New York Islanders!
2497,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots Blocked (12) in 1 Game for Winnipeg Jets!
2498,[2025-08-18 6:00:27 PM] - New Record for Team's Most Penalties Minutes (12) in 1 Game for Winnipeg Jets!
2499,[2025-08-18 6:00:27 PM] - New Record for Team's Most Penalties Minutes (14) in 1 Game for Detroit Red Wings!
2500,[2025-08-18 6:00:27 PM] - New Record for Team's Most Hits (23) in 1 Game for Detroit Red Wings!
2501,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots Blocked (10) in 1 Game for Philadelphia Flyers!
2502,[2025-08-18 6:00:27 PM] - New Record for Team's Most Penalties Minutes (12) in 1 Game for Philadelphia Flyers!
2503,[2025-08-18 6:00:27 PM] - New Record for Team's Most Hits (17) in 1 Game for Philadelphia Flyers!
2504,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots Blocked (12) in 1 Game for Columbus Blue Jackets!
2505,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots (33) in 1 Game for New Jersey Devils!
2506,[2025-08-18 6:00:27 PM] - Pro Game #46 - Quinn Hughes from Vancouver Canucks has scored a Hat Trick!
2507,[2025-08-18 6:00:27 PM] - New Record for Team's Most Hits (23) in 1 Game for Vancouver Canucks!
2508,[2025-08-18 6:00:27 PM] - New Record for Team's Most Goals (4) in 1 Game for St. Louis Blues!
2509,[2025-08-18 6:00:27 PM] - New Record for Team's Most Points (9) in 1 Game for St. Louis Blues!
2510,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots Blocked (12) in 1 Game for St. Louis Blues!
2511,[2025-08-18 6:00:27 PM] - New Record for Team's Most Assists (10) in 1 Game for Minnesota Wild!
2512,[2025-08-18 6:00:27 PM] - New Record for Team's Most Points (16) in 1 Game for Minnesota Wild!
2513,[2025-08-18 6:00:27 PM] - New Record for Team's Most Penalties Minutes (10) in 1 Game for Minnesota Wild!
2514,[2025-08-18 6:00:27 PM] - New Record for Team's Most Shots (38) in 1 Game for Los Angeles Kings!
2515,[2025-08-18 6:00:27 PM] - New Record for Team's Most Hits (23) in 1 Game for Utah Mammoth!
2516,[2025-08-18 6:00:27 PM] - Last 7 Days Pro Star : 1 - Sam Reinhart of Florida Panthers (7-7-14) / 2 - Cale Makar of Colorado Avalanche (7-7-14) / 3 - Carter Verhaeghe of Florida Panthers (5-8-13)
2517,[2025-08-18 6:00:27 PM] - Last 7 Days Farm Star : 1 - Albert Johansson of Grand Rapids Griffins (24-14-38) / 2 - Elmer Soderblom of Grand Rapids Griffins (15-19-34) / 3 - Ross Johnston of San Diego Gulls (16-6-22)
2518,[2025-08-18 6:00:27 PM] - Both Boston Bruins and Providence Bruins lines for next game are empty. Current rosters/lines are not erased.
2519,[2025-08-18 6:00:27 PM] - Buffalo Sabres lines for next game are empty. Current rosters/lines are not erased.
2520,[2025-08-18 6:00:27 PM] - Chicago Blackhawks lines for next game are empty. Current rosters/lines are not erased.
2521,[2025-08-18 6:00:27 PM] - Colorado Avalanche lines for next game are empty. Current rosters/lines are not erased.
2522,[2025-08-18 6:00:27 PM] - Columbus Blue Jackets lines for next game are empty. Current rosters/lines are not erased.
2523,[2025-08-18 6:00:27 PM] - Texas Stars lines for next game are empty. Current rosters/lines are not erased.
2524,[2025-08-18 6:00:27 PM] - Detroit Red Wings lines for next game are empty. Current rosters/lines are not erased.
2525,[2025-08-18 6:00:27 PM] - Florida Panthers lines for next game are empty. Current rosters/lines are not erased.
2526,[2025-08-18 6:00:27 PM] - Los Angeles Kings lines for next game are empty. Current rosters/lines are not erased.
2527,[2025-08-18 6:00:27 PM] - Minnesota Wild lines for next game are empty. Current rosters/lines are not erased.
2528,[2025-08-18 6:00:27 PM] - Both Nashville Predators and Milwaukee Admirals lines for next game are empty. Current rosters/lines are not erased.
2529,[2025-08-18 6:00:27 PM] - New Jersey Devils lines for next game are empty. Current rosters/lines are not erased.
2530,[2025-08-18 6:00:27 PM] - Both New York Islanders and Bridgeport Islanders lines for next game are empty. Current rosters/lines are not erased.
2531,[2025-08-18 6:00:27 PM] - Ottawa Senators lines for next game are empty. Current rosters/lines are not erased.
2532,[2025-08-18 6:00:27 PM] - Philadelphia Flyers lines for next game are empty. Current rosters/lines are not erased.
2533,[2025-08-18 6:00:27 PM] - Wilkes-Barre/Scranton Penguins lines for next game are empty. Current rosters/lines are not erased.
2534,[2025-08-18 6:00:27 PM] - San Jose Barracuda lines for next game are empty. Current rosters/lines are not erased.
2535,[2025-08-18 6:00:27 PM] - St. Louis Blues lines for next game are empty. Current rosters/lines are not erased.
2536,[2025-08-18 6:00:27 PM] - Tampa Bay Lightning lines for next game are empty. Current rosters/lines are not erased.
2537,[2025-08-18 6:00:27 PM] - Toronto Maple Leafs lines for next game are empty. Current rosters/lines are not erased.
2538,[2025-08-18 6:00:27 PM] - Both Utah Mammoth and Tucson Roadrunners lines for next game are empty. Current rosters/lines are not erased.
2539,[2025-08-18 6:00:27 PM] - Vancouver Canucks lines for next game are empty. Current rosters/lines are not erased.
2540,[2025-08-18 6:00:27 PM] - Henderson Silver Knights lines for next game are empty. Current rosters/lines are not erased.
2541,[2025-08-18 6:00:27 PM] - Hershey Bears lines for next game are empty. Current rosters/lines are not erased.
