InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,PosC,PosLW,PosRW,PosD,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,CK,FG,DI,SK,ST,EN,DU,PH,FO,PA,SC,DF,PS,EX,LD,PO,MO,Overall,ProGP,ProShots,ProG,ProA,ProPoint,ProPlusMinus,ProPim,Pro5Pim,ProShotsBlock,ProOwnShotsBlock,ProOwnShotsMissGoal,ProHits,ProHitsTook,ProGW,ProGT,ProFaceOffWon,ProFaceOffTotal,ProPenalityShotsScore,ProPenalityShotsTotal,ProEmptyNetGoal,ProSecondPlay,ProHatTrick,ProPPG,ProPPA,ProPPShots,ProPPSecondPlay,ProPKG,ProPKA,ProPKShots,ProPKSecondPlay,ProGiveAway,ProTakeAway,ProPuckPossesionTime,ProFightW,ProFightL,ProFightT,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGP,FarmShots,FarmG,FarmA,FarmPoint,FarmPlusMinus,FarmPim,Farm5Pim,FarmShotsBlock,FarmOwnShotsBlock,FarmOwnShotsMissGoal,FarmHits,FarmHitsTook,FarmGW,FarmGT,FarmFaceOffWon,FarmFaceOffTotal,FarmPenalityShotsScore,FarmPenalityShotsTotal,FarmEmptyNetGoal,FarmSecondPlay,FarmHatTrick,FarmPPG,FarmPPA,FarmPPShots,FarmPPSecondPlay,FarmPKG,FarmPKA,FarmPKShots,FarmPKSecondPlay,FarmGiveAway,FarmTakeAway,FarmPuckPossesionTime,FarmFightW,FarmFightL,FarmFightT,FarmStar(1),FarmStar(2),FarmStar(3),GameInRowWithAGoal,GameInRowWithAPoint,GameInRowWithOutAGoal,GameInRowWithOutAPoint,FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
1192,1191,Riley Tufte,https://www.nhl.com/player/8479362,0,USA,1998-04-10,27,230,78,False,True,False,False,2,False,False,False,False,False,True,True,False,False,False,0,2603000,2603000,2603000,0,0,0,0,0,0,0,0,,0,100,0,8479362,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,84,79,68,63,98,87,85,64,65,60,62,65,61,68,69,70,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1193,1192,Robbie Russo,https://www.nhl.com/player/8476418,0,USA,1993-02-15,32,191,72,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,3797000,3797000,3797000,3797000,3797000,0,0,0,0,0,0,,0,100,0,8476418,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,39,81,61,73,71,86,57,30,63,53,56,47,72,74,38,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1194,1193,Robby Fabbri,https://www.nhl.com/player/8477952,1,CAN,1996-01-22,29,185,71,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,3803000,3803000,0,0,0,0,0,0,0,0,0,,0,100,0,8477952,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,71,34,85,75,69,84,81,70,81,67,72,63,74,72,71,66,40,68,3,4,0,2,2,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0,1395,0,0,1,1,37,0,0,0,0,0,0,123,0,0,0,0,0,0,85,225,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,
1195,1194,Robert Bortuzzo,https://www.nhl.com/player/8474145,0,CAN,1989-03-18,36,206,76,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,3061000,3061000,3061000,0,0,0,0,0,0,0,0,,0,100,0,8474145,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,73,71,69,62,88,81,67,61,30,60,50,76,45,79,76,31,40,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1196,1195,Robert Hagg,https://www.nhl.com/player/8477462,0,SWE,1995-02-08,30,210,74,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,3472000,3472000,3472000,3472000,3472000,0,0,0,0,0,0,,0,100,0,8477462,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,91,42,75,61,82,78,81,58,30,60,56,63,52,72,71,59,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1197,1196,Robert Mastrosimone,https://www.nhl.com/player/8481561,0,USA,2001-01-24,24,170,70,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1090000,1090000,0,0,0,0,0,0,0,0,0,,0,100,0,8481561,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,55,38,79,56,64,77,78,54,60,55,57,52,58,64,66,68,40,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1198,1197,Robert Thomas,https://www.nhl.com/player/8480023,25,CAN,1999-07-02,26,207,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2467000,2467000,2467000,2467000,0,0,0,0,0,0,0,,0,97,0,8480023,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,57,35,86,82,76,91,88,81,84,89,76,78,82,69,75,78,39,76,4,13,1,2,3,0,4,0,6,6,12,6,5,0,0,51,89,0,0,0,5968,0,0,1,3,701,0,0,0,1094,6,0,1064,0,0,0,0,0,1,205,610,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
1199,1198,Rocco Grimaldi,https://www.nhl.com/player/8476428,0,USA,1993-02-08,32,180,66,False,False,True,False,5,False,False,False,False,False,True,True,False,False,False,0,2746000,2746000,2746000,2746000,2746000,2746000,0,0,0,0,0,,0,100,0,8476428,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,62,36,87,66,62,95,86,65,73,68,63,61,64,72,74,47,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1200,1199,Rodrigo Abols,https://www.nhl.com/player/8479022,21,LVA,1996-01-05,29,206,76,True,False,False,False,2,False,False,False,False,False,True,True,False,False,False,0,3874000,3874000,3874000,0,0,0,0,0,0,0,0,,0,100,0,8479022,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,76,39,93,65,88,77,72,64,68,61,62,63,65,69,71,40,39,64,3,1,0,0,0,0,2,0,1,1,0,0,1,0,0,6,11,0,0,0,1899,0,0,0,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,
1201,1200,Rodwin Dionicio,https://www.nhl.com/player/8484414,0,CHE,2004-03-30,21,196,74,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,1841000,1841000,0,0,0,0,0,0,0,0,0,,0,100,0,8484414,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,71,46,59,59,80,68,63,56,30,55,58,60,48,61,63,58,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1202,1201,Roland McKeown,https://www.nhl.com/player/8477981,0,CAN,1996-01-20,29,195,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,3210000,3210000,3210000,0,0,0,0,0,0,0,0,,0,100,0,8477981,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,67,40,76,59,76,74,86,58,30,59,58,57,48,69,71,58,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1203,1202,Roman Ahcan,https://www.nhl.com/player/8483390,0,USA,1999-03-24,26,170,69,False,True,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1784000,1784000,0,0,0,0,0,0,0,0,0,,0,100,0,8483390,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,63,38,78,58,63,78,82,57,56,55,59,54,57,66,68,42,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1204,1203,Roman Josi,https://www.nhl.com/player/8474600,16,CHE,1990-06-01,35,201,73,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,4869000,4869000,4869000,0,0,0,0,0,0,0,0,,0,99,0,8474600,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,65,39,85,83,78,95,84,80,30,89,79,70,62,87,93,39,43,76,4,13,4,1,5,-1,0,0,5,7,8,3,8,0,1,0,0,0,0,0,6397,0,3,1,7,1260,0,0,0,620,8,5,909,0,0,0,0,1,0,120,955,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,
1205,1204,Roman Kinal,https://www.nhl.com/player/8484130,0,USA,1998-07-20,27,190,74,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,1753000,1753000,1753000,1753000,0,0,0,0,0,0,0,,0,100,0,8484130,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,42,69,54,78,61,70,53,30,52,51,55,45,67,69,37,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1206,1205,Roman Schmidt,https://www.nhl.com/player/8482693,0,USA,2003-02-27,22,216,77,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,2295000,2295000,2295000,0,0,0,0,0,0,0,0,,0,100,0,8482693,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,84,45,62,55,93,63,68,54,30,56,52,61,46,62,64,63,40,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1207,1206,Ronan Seeley,https://www.nhl.com/player/8482187,0,CAN,2002-08-02,23,176,72,False,False,False,True,5,False,False,False,False,False,True,True,False,False,False,0,1607000,1607000,1607000,1607000,1607000,1607000,0,0,0,0,0,,0,100,0,8482187,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,61,36,94,56,70,67,84,55,30,54,53,52,45,63,65,49,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1208,1207,Roni Hirvonen,https://www.nhl.com/player/8482130,0,FIN,2002-01-10,23,178,70,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,1370000,1370000,1370000,1370000,1370000,0,0,0,0,0,0,,0,100,0,8482130,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,57,37,89,61,66,78,77,59,62,58,58,56,60,63,65,68,40,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1209,1208,Ronnie Attard,https://www.nhl.com/player/8481521,0,USA,1999-03-20,26,208,75,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,2797000,2797000,0,0,0,0,0,0,0,0,0,,0,100,0,8481521,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,75,42,71,62,85,83,84,61,30,63,55,67,48,66,68,62,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1210,1209,Roope Hintz,https://www.nhl.com/player/8478449,9,FIN,1996-11-17,28,213,75,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,3799000,3799000,3799000,3799000,3799000,3799000,0,0,0,0,0,,0,99,0,8478449,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,64,37,90,83,86,88,90,81,85,79,79,75,82,72,78,58,48,76,3,8,2,1,3,2,0,0,4,5,2,2,1,1,0,24,49,0,0,0,4300,0,0,0,2,645,0,0,0,428,3,2,356,0,0,0,1,0,0,75,830,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,
1211,1210,Rory Kerins,https://www.nhl.com/player/8482209,0,CAN,2002-04-12,23,175,70,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2001000,2001000,2001000,2001000,0,0,0,0,0,0,0,,0,100,0,8482209,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,61,35,93,68,65,85,83,67,69,66,65,64,68,63,65,49,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1212,1211,Ross Colton,https://www.nhl.com/player/8479525,7,USA,1996-09-11,29,194,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,3052000,3052000,3052000,3052000,0,0,0,0,0,0,0,,0,100,0,8479525,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,78,38,82,75,73,84,87,71,80,70,72,63,73,71,72,48,40,69,4,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,528,0,0,0,0,89,0,0,0,0,2,0,28,0,0,0,0,0,0,0,160,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,
1213,1212,Ross Johnston,https://www.nhl.com/player/8477527,1,CAN,1994-02-18,31,232,77,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,3652000,3652000,3652000,3652000,3652000,0,0,0,0,0,0,,0,100,0,8477527,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,82,85,59,65,96,72,81,63,53,62,62,64,58,72,74,34,53,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,16,6,22,15,0,0,2,4,11,7,6,1,0,4,6,0,0,0,4185,2,3,1,3,206,0,0,1,91,6,7,750,0,0,0,1,0,1,0,0,1,1,45,5645,5645,
1214,1213,Rutger McGroarty,https://www.nhl.com/player/8483487,22,USA,2004-03-30,21,203,73,False,False,True,False,4,False,False,False,False,False,True,True,False,False,False,0,2063000,2063000,2063000,2063000,2063000,0,0,0,0,0,0,,0,99,0,8483487,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,69,39,83,66,78,88,72,64,62,65,60,62,64,61,63,84,47,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,2,1,3,-2,4,0,1,8,14,5,0,2,0,4,6,0,0,0,4809,0,1,1,6,805,0,0,0,833,6,7,809,0,0,0,1,0,1,0,0,1,1,0,535,535,
1215,1214,Ryan Carpenter,https://www.nhl.com/player/8477846,0,USA,1991-01-18,34,198,73,True,False,False,False,5,False,False,False,False,False,True,True,False,False,False,0,3293000,3293000,3293000,3293000,3293000,3293000,0,0,0,0,0,,0,100,0,8477846,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,68,38,94,66,77,80,86,64,73,65,63,67,62,74,79,23,40,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1216,1215,Ryan Chyzowski,https://www.nhl.com/player/8481091,0,CAN,2000-05-14,25,190,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,1151000,1151000,1151000,1151000,0,0,0,0,0,0,0,,0,100,0,8481091,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,56,38,89,55,72,65,61,56,58,53,54,52,57,65,67,42,40,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1217,1216,Ryan Donato,https://www.nhl.com/player/8477987,6,USA,1996-04-09,29,190,72,True,False,False,False,3,False,False,False,False,False,True,True,False,False,False,0,2832000,2832000,2832000,2832000,0,0,0,0,0,0,0,,0,98,0,8477987,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,72,43,87,76,75,86,90,77,75,73,74,63,72,73,71,56,32,71,5,11,3,1,4,-5,4,0,2,10,13,8,3,0,0,17,30,0,0,0,6764,0,1,1,2,828,0,0,0,208,11,2,1139,0,0,0,0,2,0,0,415,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,
1218,1217,Ryan Gagnier,https://www.nhl.com/player/8484382,0,CAN,2002-07-16,23,187,72,True,False,False,False,1,False,False,False,False,False,True,True,False,False,False,0,1347000,1347000,0,0,0,0,0,0,0,0,0,,0,100,0,8484382,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,55,37,92,54,72,71,64,52,57,53,55,51,54,63,65,44,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1219,1218,Ryan Graves,https://www.nhl.com/player/8477435,22,CAN,1995-05-21,30,222,77,False,False,False,True,1,False,False,False,False,False,True,True,False,False,False,0,4530000,4530000,0,0,0,0,0,0,0,0,0,,0,100,0,8477435,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,71,42,86,65,94,87,85,63,30,67,56,78,49,73,71,48,40,71,4,4,0,2,2,-5,2,0,5,1,1,4,8,0,0,0,0,0,0,0,4875,0,0,1,1,1070,0,0,0,473,0,1,239,0,0,0,0,0,0,105,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,
1220,1219,Ryan Hartman,https://www.nhl.com/player/8477451,14,USA,1994-09-20,31,197,72,False,False,True,False,1,False,False,False,False,False,True,True,False,False,False,0,3550000,3550000,0,0,0,0,0,0,0,0,0,,0,100,0,8477451,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,70,64,72,75,74,86,87,73,77,71,71,65,72,76,73,61,42,70,4,8,0,1,1,2,6,0,1,3,3,4,2,0,0,1,5,0,0,0,4402,0,0,0,1,773,0,0,0,0,1,1,329,0,0,0,0,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,
1221,1220,Ryan Johnson,https://www.nhl.com/player/8481564,0,USA,2001-07-24,24,195,73,False,False,False,True,3,False,False,False,False,False,True,True,False,False,False,0,1780000,1780000,1780000,1780000,0,0,0,0,0,0,0,,0,100,0,8481564,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,64,37,87,65,76,81,86,64,30,66,58,62,50,64,66,76,40,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1222,1221,Ryan Jones,https://www.nhl.com/player/8479527,0,USA,1996-05-26,29,186,74,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,2761000,2761000,2761000,0,0,0,0,0,0,0,0,,0,100,0,8479527,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,69,40,83,55,78,66,68,52,30,54,50,53,45,69,71,47,40,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1223,1222,Ryan Lindgren,https://www.nhl.com/player/8479324,7,USA,1998-02-11,27,194,72,False,False,False,True,4,False,False,False,False,False,True,True,False,False,False,0,3269000,3269000,3269000,3269000,3269000,0,0,0,0,0,0,,0,100,0,8479324,0,0,0,False,0,3,0,0,0,0,0,0,0,0,0,72,35,84,65,73,90,88,63,30,73,58,86,51,70,68,61,41,71,4,4,0,2,2,1,2,0,2,1,4,3,4,0,0,0,0,0,0,0,2809,0,0,0,0,0,0,0,0,0,0,3,156,0,0,0,0,0,0,0,405,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,
1224,1223,Ryan Lomberg,https://www.nhl.com/player/8479066,4,CAN,1994-12-09,30,184,69,False,True,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2751000,2751000,2751000,2751000,2751000,0,0,0,0,0,0,,0,97,0,8479066,0,0,0,False,0,1,0,0,0,0,0,0,0,0,0,77,75,73,68,66,74,89,63,55,61,60,62,59,73,72,34,43,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,0,1,1,5,5,1,7,13,3,2,0,0,2,7,1,1,0,5008,0,0,0,2,646,0,0,2,1043,5,3,481,0,0,1,0,1,0,0,0,2,2,0,170,170,
1225,1224,Ryan Mast,https://www.nhl.com/player/8482893,0,USA,2003-01-14,22,221,77,False,False,False,True,2,False,False,False,False,False,True,True,False,False,False,0,1619000,1619000,1619000,0,0,0,0,0,0,0,0,,0,100,0,8482893,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,85,42,85,52,94,64,67,51,30,53,50,59,45,62,64,49,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1226,1225,Ryan McAllister,https://www.nhl.com/player/8484271,0,CAN,2001-12-19,23,183,70,True,False,False,False,4,False,False,False,False,False,True,True,False,False,False,0,2221000,2221000,2221000,2221000,2221000,0,0,0,0,0,0,,0,100,0,8484271,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,58,36,89,61,68,82,69,62,72,63,62,61,60,64,66,43,40,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
